device_id,total_transactions,chargeback_count,distinct_cards_used,chargeback_rate
699725.0,1,0,1,0.0
699425.0,1,0,1,0.0
694882.0,1,0,1,0.0
699313.0,1,0,1,0.0
698863.0,1,0,1,0.0
698810.0,1,0,1,0.0
698640.0,2,0,1,0.0
697708.0,1,0,1,0.0
697650.0,1,0,1,0.0
697450.0,1,0,1,0.0
695963.0,1,0,1,0.0
695224.0,1,0,1,0.0
695208.0,1,0,1,0.0
694949.0,1,0,1,0.0
693858.0,2,0,1,0.0
627530.0,1,0,1,0.0
643866.0,1,0,1,0.0
553014.0,1,0,1,0.0
560626.0,1,0,1,0.0
557610.0,1,0,1,0.0
556616.0,1,0,1,0.0
556226.0,2,0,2,0.0
555998.0,1,0,1,0.0
555340.0,1,0,1,0.0
555337.0,1,0,1,0.0
554864.0,1,0,1,0.0
554173.0,2,0,2,0.0
554059.0,1,0,1,0.0
554015.0,4,0,4,0.0
553176.0,1,0,1,0.0
552986.0,1,0,1,0.0
561139.0,1,0,1,0.0
552839.0,1,0,1,0.0
552750.0,1,0,1,0.0
552339.0,1,0,1,0.0
551504.0,2,0,2,0.0
548214.0,1,0,1,0.0
547465.0,1,0,1,0.0
547000.0,1,0,1,0.0
546303.0,1,0,1,0.0
546039.0,1,0,1,0.0
545489.0,1,0,1,0.0
545183.0,1,0,1,0.0
545073.0,1,0,1,0.0
561023.0,1,0,1,0.0
561404.0,1,0,1,0.0
543813.0,1,0,1,0.0
570818.0,1,0,1,0.0
579629.0,1,0,1,0.0
579012.0,1,0,1,0.0
577111.0,1,0,1,0.0
576184.0,1,0,1,0.0
576136.0,1,0,1,0.0
574897.0,1,0,1,0.0
574659.0,1,0,1,0.0
574152.0,1,0,1,0.0
572190.0,1,0,1,0.0
571604.0,2,0,1,0.0
571395.0,1,0,1,0.0
570895.0,1,0,1,0.0
569982.0,1,0,1,0.0
561723.0,1,0,1,0.0
569806.0,1,0,1,0.0
569560.0,1,0,1,0.0
568889.0,1,0,1,0.0
568264.0,1,0,1,0.0
567030.0,1,0,1,0.0
566004.0,1,0,1,0.0
565557.0,1,0,1,0.0
565452.0,1,0,1,0.0
565235.0,1,0,1,0.0
564884.0,1,0,1,0.0
562906.0,1,0,1,0.0
561771.0,1,0,1,0.0
544516.0,1,0,1,0.0
543236.0,1,0,1,0.0
580095.0,1,0,1,0.0
521096.0,2,0,1,0.0
527270.0,1,0,1,0.0
527167.0,1,0,1,0.0
526028.0,1,0,1,0.0
525120.0,1,0,1,0.0
524907.0,1,0,1,0.0
524180.0,1,0,1,0.0
524138.0,1,0,1,0.0
523421.0,2,0,2,0.0
522772.0,1,0,1,0.0
522625.0,1,0,1,0.0
522205.0,1,0,1,0.0
521153.0,1,0,1,0.0
520587.0,1,0,1,0.0
527931.0,1,0,1,0.0
519993.0,1,0,1,0.0
518693.0,1,0,1,0.0
518496.0,1,0,1,0.0
518311.0,1,0,1,0.0
517454.0,1,0,1,0.0
516497.0,1,0,1,0.0
516243.0,1,0,1,0.0
515695.0,1,0,1,0.0
515514.0,1,0,1,0.0
513783.0,1,0,1,0.0
513477.0,1,0,1,0.0
513229.0,1,0,1,0.0
527361.0,1,0,1,0.0
528119.0,1,0,1,0.0
543116.0,1,0,1,0.0
536001.0,1,0,1,0.0
542783.0,1,0,1,0.0
542093.0,1,0,1,0.0
541152.0,1,0,1,0.0
540490.0,1,0,1,0.0
539455.0,1,0,1,0.0
539297.0,1,0,1,0.0
539017.0,1,0,1,0.0
538426.0,1,0,1,0.0
538340.0,1,0,1,0.0
537591.0,1,0,1,0.0
537294.0,1,0,1,0.0
536658.0,1,0,1,0.0
535507.0,1,0,1,0.0
528130.0,1,0,1,0.0
535131.0,1,0,1,0.0
534981.0,1,0,1,0.0
534341.0,2,0,1,0.0
534143.0,1,0,1,0.0
533898.0,1,0,1,0.0
532585.0,1,0,1,0.0
532178.0,1,0,1,0.0
530487.0,1,0,1,0.0
529196.0,1,0,1,0.0
528681.0,1,0,1,0.0
528594.0,2,0,2,0.0
528188.0,1,0,1,0.0
579963.0,1,0,1,0.0
580213.0,1,0,1,0.0
643219.0,1,0,1,0.0
615784.0,1,0,1,0.0
625286.0,1,0,1,0.0
623841.0,1,0,1,0.0
621286.0,1,0,1,0.0
620494.0,1,0,1,0.0
620419.0,2,0,2,0.0
620148.0,1,0,1,0.0
619902.0,1,0,1,0.0
617942.0,1,0,1,0.0
616771.0,1,0,1,0.0
616746.0,2,0,1,0.0
616163.0,1,0,1,0.0
616063.0,1,0,1,0.0
615697.0,1,0,1,0.0
625590.0,1,0,1,0.0
613441.0,1,0,1,0.0
612903.0,1,0,1,0.0
612717.0,1,0,1,0.0
611853.0,1,0,1,0.0
611488.0,1,0,1,0.0
610266.0,1,0,1,0.0
610170.0,1,0,1,0.0
609139.0,1,0,1,0.0
608963.0,1,0,1,0.0
608902.0,1,0,1,0.0
608588.0,1,0,1,0.0
608277.0,1,0,1,0.0
625475.0,1,0,1,0.0
625813.0,1,0,1,0.0
607981.0,1,0,1,0.0
634755.0,1,0,1,0.0
643209.0,1,0,1,0.0
642225.0,1,0,1,0.0
641580.0,1,0,1,0.0
641562.0,1,0,1,0.0
640893.0,1,0,1,0.0
639245.0,1,0,1,0.0
637987.0,1,0,1,0.0
636561.0,1,0,1,0.0
635992.0,1,0,1,0.0
635529.0,1,0,1,0.0
635450.0,1,0,1,0.0
635203.0,1,0,1,0.0
632744.0,1,0,1,0.0
627460.0,1,0,1,0.0
631799.0,1,0,1,0.0
631777.0,1,0,1,0.0
631401.0,1,0,1,0.0
631318.0,1,0,1,0.0
631273.0,1,0,1,0.0
631192.0,1,0,1,0.0
631187.0,1,0,1,0.0
630453.0,1,0,1,0.0
630184.0,1,0,1,0.0
630110.0,1,0,1,0.0
629558.0,1,0,1,0.0
628572.0,1,0,1,0.0
608071.0,1,0,1,0.0
607165.0,1,0,1,0.0
580298.0,1,0,1,0.0
586381.0,1,0,1,0.0
591538.0,1,0,1,0.0
591230.0,1,0,1,0.0
590538.0,1,0,1,0.0
590486.0,1,0,1,0.0
590451.0,1,0,1,0.0
589777.0,1,0,1,0.0
589318.0,7,0,1,0.0
588770.0,1,0,1,0.0
588252.0,1,0,1,0.0
587909.0,1,0,1,0.0
587235.0,1,0,1,0.0
586995.0,1,0,1,0.0
585241.0,1,0,1,0.0
592417.0,1,0,1,0.0
584998.0,1,0,1,0.0
584851.0,1,0,1,0.0
584639.0,1,0,1,0.0
584257.0,1,0,1,0.0
583932.0,2,0,1,0.0
583469.0,1,0,1,0.0
582727.0,2,0,1,0.0
582701.0,1,0,1,0.0
582634.0,1,0,1,0.0
582606.0,1,0,1,0.0
582431.0,1,0,1,0.0
580751.0,1,0,1,0.0
591870.0,1,0,1,0.0
593448.0,1,0,1,0.0
607115.0,1,0,1,0.0
601936.0,1,0,1,0.0
606882.0,1,0,1,0.0
606696.0,1,0,1,0.0
606525.0,2,0,1,0.0
604955.0,1,0,1,0.0
604874.0,1,0,1,0.0
604462.0,1,0,1,0.0
604136.0,1,0,1,0.0
603965.0,1,0,1,0.0
602453.0,1,0,1,0.0
602403.0,1,0,1,0.0
602261.0,1,0,1,0.0
601975.0,1,0,1,0.0
600763.0,1,0,1,0.0
593862.0,1,0,1,0.0
600489.0,1,0,1,0.0
600270.0,1,0,1,0.0
599124.0,1,0,1,0.0
598225.0,1,0,1,0.0
598119.0,2,0,1,0.0
598034.0,1,0,1,0.0
596730.0,1,0,1,0.0
596275.0,1,0,1,0.0
596055.0,1,0,1,0.0
596043.0,1,0,1,0.0
594586.0,1,0,1,0.0
594277.0,1,0,1,0.0
738174.0,1,0,1,0.0
755804.0,1,0,1,0.0
739317.0,1,0,1,0.0
905685.0,1,0,1,0.0
919916.0,1,0,1,0.0
919735.0,1,0,1,0.0
919082.0,1,0,1,0.0
918979.0,1,0,1,0.0
918683.0,1,0,1,0.0
918552.0,1,0,1,0.0
918398.0,1,0,1,0.0
917833.0,2,0,1,0.0
916588.0,1,0,1,0.0
916036.0,1,0,1,0.0
915854.0,1,0,1,0.0
915825.0,1,0,1,0.0
914808.0,1,0,1,0.0
914760.0,1,0,1,0.0
914195.0,1,0,1,0.0
914062.0,1,0,1,0.0
913849.0,1,0,1,0.0
912297.0,1,0,1,0.0
912283.0,1,0,1,0.0
911170.0,1,0,1,0.0
910562.0,1,0,1,0.0
910247.0,1,0,1,0.0
908302.0,1,0,1,0.0
907670.0,1,0,1,0.0
907628.0,1,0,1,0.0
907237.0,2,0,1,0.0
906816.0,1,0,1,0.0
920007.0,1,0,1,0.0
921997.0,1,0,1,0.0
922800.0,1,0,1,0.0
928696.0,1,0,1,0.0
933175.0,1,0,1,0.0
933140.0,1,0,1,0.0
932955.0,2,0,1,0.0
931955.0,1,0,1,0.0
931238.0,1,0,1,0.0
931131.0,1,0,1,0.0
931056.0,1,0,1,0.0
930877.0,1,0,1,0.0
930738.0,1,0,1,0.0
930388.0,1,0,1,0.0
929439.0,1,0,1,0.0
929066.0,1,0,1,0.0
928671.0,1,0,1,0.0
924171.0,1,0,1,0.0
928512.0,1,0,1,0.0
928099.0,1,0,1,0.0
927827.0,1,0,1,0.0
926786.0,1,0,1,0.0
926783.0,1,0,1,0.0
926519.0,1,0,1,0.0
926262.0,1,0,1,0.0
925657.0,1,0,1,0.0
924915.0,1,0,1,0.0
924826.0,1,0,1,0.0
924206.0,1,0,1,0.0
924199.0,1,0,1,0.0
906268.0,1,0,1,0.0
905472.0,1,0,1,0.0
739824.0,1,0,1,0.0
905236.0,1,0,1,0.0
883179.0,1,0,1,0.0
883059.0,1,0,1,0.0
883039.0,1,0,1,0.0
882766.0,1,0,1,0.0
882531.0,1,0,1,0.0
882337.0,1,0,1,0.0
881429.0,1,0,1,0.0
880573.0,2,0,2,0.0
879621.0,1,0,1,0.0
877657.0,1,0,1,0.0
875857.0,1,0,1,0.0
875177.0,1,0,1,0.0
874924.0,1,0,1,0.0
874844.0,1,0,1,0.0
874741.0,1,0,1,0.0
873006.0,1,0,1,0.0
872687.0,1,0,1,0.0
872500.0,1,0,1,0.0
872384.0,1,0,1,0.0
872346.0,1,0,1,0.0
871721.0,1,0,1,0.0
871682.0,1,0,1,0.0
871607.0,1,0,1,0.0
870223.0,1,0,1,0.0
869698.0,1,0,1,0.0
868462.0,1,0,1,0.0
868423.0,1,0,1,0.0
883579.0,1,0,1,0.0
884220.0,1,0,1,0.0
885218.0,1,0,1,0.0
895800.0,1,0,1,0.0
904140.0,1,0,1,0.0
903293.0,1,0,1,0.0
902556.0,1,0,1,0.0
901629.0,1,0,1,0.0
900028.0,1,0,1,0.0
899260.0,1,0,1,0.0
899134.0,1,0,1,0.0
898814.0,1,0,1,0.0
897950.0,1,0,1,0.0
897629.0,1,0,1,0.0
896735.0,1,0,1,0.0
895946.0,1,0,1,0.0
895716.0,1,0,1,0.0
885893.0,1,0,1,0.0
894628.0,1,0,1,0.0
894382.0,1,0,1,0.0
894379.0,1,0,1,0.0
894070.0,1,0,1,0.0
893854.0,1,0,1,0.0
893612.0,1,0,1,0.0
893541.0,1,0,1,0.0
892789.0,1,0,1,0.0
889989.0,2,0,2,0.0
889468.0,1,0,1,0.0
888484.0,1,0,1,0.0
886591.0,1,0,1,0.0
933429.0,1,0,1,0.0
933619.0,1,0,1,0.0
934308.0,1,0,1,0.0
935070.0,2,0,2,0.0
983459.0,1,0,1,0.0
983300.0,1,0,1,0.0
983219.0,1,0,1,0.0
981958.0,1,0,1,0.0
981937.0,1,0,1,0.0
981350.0,1,0,1,0.0
980755.0,1,0,1,0.0
980492.0,1,0,1,0.0
979958.0,1,0,1,0.0
979182.0,1,0,1,0.0
978560.0,1,0,1,0.0
977203.0,1,0,1,0.0
977137.0,1,0,1,0.0
974574.0,2,0,2,0.0
974405.0,1,0,1,0.0
974384.0,1,0,1,0.0
974268.0,1,0,1,0.0
974053.0,1,0,1,0.0
973638.0,1,0,1,0.0
973136.0,1,0,1,0.0
971931.0,1,0,1,0.0
971778.0,1,0,1,0.0
971463.0,2,0,1,0.0
971354.0,1,0,1,0.0
971113.0,1,0,1,0.0
969639.0,1,0,1,0.0
969344.0,1,0,1,0.0
983648.0,2,0,1,0.0
983757.0,1,0,1,0.0
984002.0,1,0,1,0.0
991968.0,1,0,1,0.0
999683.0,1,0,1,0.0
999043.0,1,0,1,0.0
998702.0,1,0,1,0.0
998628.0,1,0,1,0.0
998627.0,1,0,1,0.0
996886.0,1,0,1,0.0
995948.0,1,0,1,0.0
994391.0,1,0,1,0.0
994374.0,1,0,1,0.0
994298.0,1,0,1,0.0
993481.0,1,0,1,0.0
992323.0,1,0,1,0.0
991797.0,1,0,1,0.0
985028.0,1,0,1,0.0
991770.0,1,0,1,0.0
991631.0,1,0,1,0.0
991276.0,1,0,1,0.0
991182.0,1,0,1,0.0
990983.0,1,0,1,0.0
990094.0,1,0,1,0.0
988211.0,1,0,1,0.0
987440.0,1,0,1,0.0
986632.0,1,0,1,0.0
986472.0,1,0,1,0.0
985140.0,1,0,1,0.0
985065.0,1,0,1,0.0
969226.0,1,0,1,0.0
968887.0,1,0,1,0.0
968580.0,1,0,1,0.0
945926.0,1,0,1,0.0
955191.0,1,0,1,0.0
954824.0,1,0,1,0.0
954127.0,1,0,1,0.0
953100.0,1,0,1,0.0
952936.0,1,0,1,0.0
951799.0,1,0,1,0.0
949864.0,1,0,1,0.0
949067.0,1,0,1,0.0
948645.0,1,0,1,0.0
948123.0,1,0,1,0.0
947511.0,1,0,1,0.0
946289.0,1,0,1,0.0
945304.0,1,0,1,0.0
956910.0,1,0,1,0.0
945217.0,1,0,1,0.0
944850.0,1,0,1,0.0
944054.0,2,0,2,0.0
943669.0,1,0,1,0.0
943627.0,1,0,1,0.0
943032.0,1,0,1,0.0
942212.0,1,0,1,0.0
941601.0,1,0,1,0.0
941250.0,1,0,1,0.0
940224.0,1,0,1,0.0
939656.0,1,0,1,0.0
935685.0,1,0,1,0.0
956728.0,1,0,1,0.0
957684.0,1,0,1,0.0
968225.0,1,0,1,0.0
964379.0,1,0,1,0.0
967947.0,1,0,1,0.0
967812.0,3,0,3,0.0
967509.0,1,0,1,0.0
967207.0,1,0,1,0.0
966800.0,1,0,1,0.0
966525.0,1,0,1,0.0
965627.0,1,0,1,0.0
965557.0,1,0,1,0.0
965552.0,2,0,1,0.0
965458.0,1,0,1,0.0
964909.0,1,0,1,0.0
964547.0,1,0,1,0.0
964293.0,1,0,1,0.0
958122.0,1,0,1,0.0
963801.0,1,0,1,0.0
963238.0,1,0,1,0.0
962274.0,1,0,1,0.0
961638.0,1,0,1,0.0
960978.0,1,0,1,0.0
960878.0,1,0,1,0.0
960512.0,1,0,1,0.0
960200.0,1,0,1,0.0
960082.0,1,0,1,0.0
958994.0,1,0,1,0.0
958950.0,1,0,1,0.0
958754.0,1,0,1,0.0
867901.0,1,0,1,0.0
867756.0,1,0,1,0.0
867679.0,1,0,1,0.0
796269.0,1,0,1,0.0
785729.0,1,0,1,0.0
785456.0,1,0,1,0.0
785436.0,1,0,1,0.0
785285.0,1,0,1,0.0
784481.0,1,0,1,0.0
783171.0,1,0,1,0.0
781628.0,1,0,1,0.0
780606.0,1,0,1,0.0
780255.0,1,0,1,0.0
780045.0,1,0,1,0.0
779578.0,1,0,1,0.0
779241.0,2,0,1,0.0
779167.0,1,0,1,0.0
778576.0,1,0,1,0.0
777941.0,1,0,1,0.0
777390.0,1,0,1,0.0
777362.0,1,0,1,0.0
776713.0,1,0,1,0.0
776596.0,1,0,1,0.0
776270.0,1,0,1,0.0
776223.0,1,0,1,0.0
776004.0,1,0,1,0.0
775881.0,2,0,2,0.0
774865.0,1,0,1,0.0
774517.0,1,0,1,0.0
774426.0,1,0,1,0.0
772262.0,1,0,1,0.0
785914.0,1,0,1,0.0
785934.0,1,0,1,0.0
786054.0,1,0,1,0.0
791987.0,1,0,1,0.0
795223.0,1,0,1,0.0
795024.0,1,0,1,0.0
794999.0,1,0,1,0.0
794267.0,1,0,1,0.0
794216.0,1,0,1,0.0
794200.0,1,0,1,0.0
793538.0,1,0,1,0.0
792935.0,1,0,1,0.0
792924.0,1,0,1,0.0
792696.0,1,0,1,0.0
792643.0,1,0,1,0.0
792498.0,1,0,1,0.0
791912.0,1,0,1,0.0
786594.0,1,0,1,0.0
791806.0,1,0,1,0.0
791632.0,1,0,1,0.0
791624.0,1,0,1,0.0
791356.0,1,0,1,0.0
790889.0,1,0,1,0.0
790507.0,1,0,1,0.0
789725.0,1,0,1,0.0
789453.0,1,0,1,0.0
789075.0,1,0,1,0.0
788632.0,1,0,1,0.0
787513.0,1,0,1,0.0
787266.0,1,0,1,0.0
771950.0,1,0,1,0.0
771847.0,1,0,1,0.0
771513.0,1,0,1,0.0
750759.0,2,0,2,0.0
755238.0,1,0,1,0.0
754820.0,1,0,1,0.0
754723.0,1,0,1,0.0
753930.0,1,0,1,0.0
753452.0,2,0,2,0.0
753336.0,1,0,1,0.0
752882.0,1,0,1,0.0
752407.0,1,0,1,0.0
751782.0,1,0,1,0.0
751591.0,1,0,1,0.0
751393.0,1,0,1,0.0
751336.0,1,0,1,0.0
750558.0,2,0,2,0.0
512847.0,1,0,1,0.0
749020.0,1,0,1,0.0
748878.0,1,0,1,0.0
747405.0,1,0,1,0.0
746225.0,1,0,1,0.0
745712.0,1,0,1,0.0
745494.0,1,0,1,0.0
744825.0,1,0,1,0.0
744227.0,1,0,1,0.0
743254.0,2,0,1,0.0
743226.0,1,0,1,0.0
741803.0,1,0,1,0.0
740496.0,1,0,1,0.0
755374.0,1,0,1,0.0
757451.0,1,0,1,0.0
771371.0,1,0,1,0.0
764456.0,1,0,1,0.0
770772.0,1,0,1,0.0
770497.0,1,0,1,0.0
770230.0,1,0,1,0.0
769052.0,1,0,1,0.0
768569.0,1,0,1,0.0
768168.0,1,0,1,0.0
768034.0,1,0,1,0.0
767338.0,1,0,1,0.0
766921.0,1,0,1,0.0
764971.0,1,0,1,0.0
764744.0,1,0,1,0.0
764690.0,1,0,1,0.0
764133.0,1,0,1,0.0
757815.0,1,0,1,0.0
763344.0,1,0,1,0.0
762761.0,1,0,1,0.0
761092.0,1,0,1,0.0
760932.0,1,0,1,0.0
760553.0,2,0,1,0.0
760422.0,1,0,1,0.0
760415.0,1,0,1,0.0
759950.0,1,0,1,0.0
759878.0,1,0,1,0.0
759142.0,1,0,1,0.0
758742.0,1,0,1,0.0
758302.0,1,0,1,0.0
795797.0,1,0,1,0.0
796904.0,1,0,1,0.0
867567.0,1,0,1,0.0
796995.0,2,0,1,0.0
851101.0,1,0,1,0.0
850827.0,1,0,1,0.0
850761.0,1,0,1,0.0
850075.0,1,0,1,0.0
850050.0,1,0,1,0.0
849437.0,1,0,1,0.0
